statement,label
Says there are a half a trillion dollars in cuts to Medicare that are going to go in place as a result of health care reform.,0.25
We have the highest tax rate anywhere in the world.,0.0
Nevada Democratic Party leaders hijacked the process on the floor of the state convention ignoring the regular procedure and ramming through what they wanted to do.,0.0
"Says that under the Obama administration, the debt has nearly doubled.",0.75
Ballistic tests have confirmed that the death of at least one U.S. Border Patrol agent was caused by weapons that were part of a federal arms trafficking operation.,0.0
Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.,0.25
"You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.",0.75
Says Mark Pryor voted to give Social Security benefits to illegal immigrants.,0.0
"Says the Central Health districts tax rate is the lowest among the largest counties in Texas, and it will continue to be the lowest if voters approve a proposed tax increase.",0.75
The Austin Tea Party and an ultra-conservative millionaire are behind the campaign against the citys light-rail proposition.,0.5
"Under current U.S. immigration policy, literally one person with a green card can, in the extreme, bring in more than 270 of his relatives.",0.0
"Obama says America is great, but let's ""try to change it.""",-0.25
Only 20 colleges and universities have athletic departments with revenue exceeding expenses.,1.0
The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.,0.25
Medicare is going broke. The trust fund goes bankrupt in 2026.,0.25
The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.,1.0
"Rick Perry was the (campaign) chairman for Al Gore at one time, not too many years ago.",0.5
My husband and I have never gotten a penny of money from the farm.,0.0
The health care law adds around $800 billion of taxes on the American people. It does not discriminate between rich and poor.,0.0
Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.,0.25
"U.S. Rep. Alan Grayson ""compared a former vice president to a vampire ... and compared America's health care system to the Holocaust.""",0.75
"Back in the Great Recession, when millions of jobs across America hung in the balance, Donald Trump said rescuing the auto industry didnt really matter very much. He said, and I quote again, Let it go.",-0.25
"Says Rep. Charles Bass supports privatizing Social Security, risking trillions more on Wall Street.",0.25
"After Russia went to war with Georgia in 2008, the U.S. sent a very strong message to Vladimir Putin by sending warships to the Black Sea and airlifting combat troops that Georgia had in Afghanistan back to Georgia.",0.25
"A Georgia religious freedom bill would help Catholic institutions that, under Obamacare, could be forced to provide abortion-inducing drugs.",0.0
No one on my staff has ever been charged with a crime.,0.0
Arizona is spending less on a per-capita basis than every single state in this country in higher education.,0.75
"For the cost of $5 vanilla soy latte a day, you can get a sweet health insurance plan to match.",0.5
Rep. Frank Wolf voted to allow terror suspects to buy guns.,0.5
Says Donald Trump has the gall to say that prisoners of war like John McCain arent heroes.,0.5
"This is the first time in our state, and one of the first times in the country, where benefit reductions . . . has happened to people who are retired.",0.5
"Access for 12,000 women to use Planned Parenthood -- not for the right to choose, but for basic health care -- was taken away by Wisconsin Gov. Scott Walker and Lt. Gov. Rebecca Kleefisch.",0.75
Says Mark Warner told PolitiFact Nationals Lie of the Year in 2013.,0.0
There was serious voter fraud in California.,-0.25
"The House-passed budget proposal could cut funding for programs that help keep local neighborhoods safe, slash more than $1.7 million in anti-terror funds for Ohio.",1.0
"Says when Rhode Island Lottery was proposed, state residents were enticed to vote for it with the promise that the money would be used for education.",0.0
CBO reports that delaying the Obamacare individual mandate will reduce the deficit by $35 billion over ten years.,0.75
Voted the best specialty plate in America,0.25
We dont allow filming inside of the City Hall unless there is a specific reason.,0.0
"Says Democrats racked up a $1 billion state deficit, while Republicans under Bill OBrien balanced the budget.",0.0
"The IAEA, or the International Atomic Energy Agency, last month said the Iranians are not currently living up to their obligations.",0.75
Says Matt Wand has sided with anti-choice activists to restrict access to reproductive health care services.,0.5
"Under President Barack Obama,Weve got the lowest labor force participation in over three decades, since 1978.",0.75
Ohios electricity rates are 10 percent below the national average.,0.75
"In the last 50 years, (the federal government has) only balanced the budget five times.",1.0
Weve seen six months of positive job growth by the private sector.,1.0
"Gov. Pence said, inarguably, Vladimir Putin is a better leader than President Obama.",0.75
"When I left Washington, we had a $5 trillion surplus.",0.25
"When my grandfather came to this country back in 1925, there were no government benefits.",0.0
"Says, I-205, six miles of which runs through my district, already carries more traffic than I-5.",1.0
I had the lowest net worth of any American president in the 20th century when I took office.,0.5
And he's the only candidate who will fight for a national catastrophe fund to reduce insurance rates.,0.75
All of Liberia can produce less than one-third as much electricity as the Dallas Cowboys football stadium consumes at peak times.,0.75
The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.,0.0
Were borrowing 20% of (the federal) budget.,0.5
The Medicaid expansion is going to cost Florida $1.9 billion a year.,0.0
"Between the year 2000 and 2006, (insurance) premiums in this country doubled.",0.75
Says Rand Paul denied that he put forward a bill ... to zero out foreign aid and specifically spoke about Israel.,0.5
There is long historical precedent for a Supreme Court with fewer justices.,0.25
(George) LeMieux never requested a single earmark and pushed to ban them all.,0.5
"You know what Truman said, You want a friend in Washington, buy a dog.",0.0
Milwaukee County government employees pay much more for their health care than City of Milwaukee or State of Wisconsin employees.,0.5
Because as a Senator Toomey stood up for Wall Street. He wanted to privatize Social Security and invest it in the stock market. Wall Street would make billions in fees even if the stock market crashed.,0.75
"It's ""common knowledge"" that al-Qaida is receiving training from Iran.",0.0
"Ive got the spending down, Ive got the debt down a little bit, Ive got the reserves up.",0.75
When I talk about (raising the) minimum wage ... half of Republicansagree with it.,0.75
Says President Barack Obamas overturning of the Mexico City Policy means federal tax dollars can be used to fund abortion all over the world.,0.25
"Over half of science, technology, engineering and mathematics students receiving advanced degrees are not citizens of the United States of America.",0.5
"The last quarter, it was just announced, our gross domestic product was below zero. Who ever heard of this? Its never below zero.",-0.25
"Unlike you and me, Congress gets to keep up to $11,000 a year in taxpayer subsidies under Obamacare.",0.5
The 2010 DREAM Act failed despite strong bipartisan support.,0.25
"During the George W. Bush period, there were 13 attacks on various embassies and consulates around the world. Sixty people died.",0.75
Says Texas high school graduation rates are at an all-time highthe third-highest in the nationwhich represents a significant turnaround from just a few short years ago.,0.75
Public display of a long rifle is perfectly legal in Texas.,1.0
Says Transportation Secretary Ray LaHood will force you to stop using your cell phone while driving.,0.0
Says Donald Trumps tax plan gives the wealthy and corporations more than the Bush tax cuts by at least a factor of two.,1.0
Houston is the third-most toxic city in the United States of America.,1.0
The state GOP ticket says their top priority is a career-long mission to outlaw abortion in all cases and ban some common forms of birth control.,0.0
"As a result of Roe vs. Wade, Americas maternal mortality rate dropped dramatically.",0.75
"We definitely lost way more jobs in Texas this year than we gained we lost 300,000 jobs in Texas alone this year.",1.0
Planned Parenthood is not actually doing womens health issues.,-0.25
"Most of the stimulus money will be spent not this year, not next year, but in 2011.",0.25
Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.,0.25
Mercedes-Benz USA moving its headquarters to Atlanta will create at least 800 jobs.,0.75
Fast and Furious began under the Bush administration.,0.0
"Says 80 percent of North Carolinians support the concept that men should not be in womens restrooms, changing rooms, bathrooms, etc.",0.5
"Says Alaska Sen. Mark Begich is on record supporting a carbon tax, even pushing Harry Reid to make it a priority.",0.25
Georgia had the worst job losses in state history under GOP watch.,0.75
"Under the House health care bill, the government ""will have to penalize citizens if we choose not to buy a plan that will cost a minimum of about $15,000 per family per year.""",0.25
Says 85 percent of Milwaukee shootings involve people with extensive criminal records shooting other people with extensive criminal records.,0.5
Bill Clinton cut the military drastically.,0.5
Florida is second in the nation in the uninsured.,0.75
"Says Barack Obama endorsed a total ban on the manufacture, sale and possession of all handguns.",0.25
75 percent of the Obamacare tax falls on the middle class.,0.0
Hartsfield-Jacksons new international terminal is opening within budget.,-0.25
Says 92 percent of Texas counties had no abortion provider in 2008.,0.75
"By advocating new requirements for voters to show ID cards at the polls, Republicans want to literally drag us all the way back to Jim Crow laws.",0.0
The United states is borrowing more than 40 cents of every dollar we spend.,1.0
Says Charlie Bass forfeits right to equal cost for TV ads under FCC rules,0.0
I am now the No. 2 member of this House in terms of length of service.,1.0
"It was found unconstitutional to drug test elected officials because it prevents us, as citizens, from having that First Amendment right.",0.0
Says the inspector general for the IRS said there was no political motivation and no outside influence for targeting of tax-exempt applications from tea party groups,0.75
Says the United States is the Saudi Arabia of coal.,0.75
More black babies are aborted in NYC than born.,1.0
Martin Luther King Jr. was a Republican.,0.0
Says the states rainy day fund is our insurance policy against a major natural disaster.,0.25
"There comes a point in the last year of the president, especially in their second term, where you stop nominating both Supreme Court justices and Court of Appeals judges.",0.0
State Rep. Elena Parent supported Governor Nathan Deals plan to slash the HOPE scholarship.,0.0
"Under Gov. Tom Corbett, Pennsylvania ranks 49th in job creation.",0.75
"Under Gov. Kitzhaber, unemployment rose 65 percent, state spending went up 57 percent and personal incomes declined compared to the rest of the country.",0.5
After the 2001 and 2003 Bush tax rate cuts ... there was more money coming into the treasury.,0.25
Says Donald Trump is on record extensively supporting (the) intervention in Libya.,0.75
"Says Rick Scott cut education to pay for even more tax breaks for big, powerful, well-connected corporations.",0.5
"Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he voted to eliminate it.",0.25
"On the night of the Wisconsin state Senate vote on the budget package, a mob showed up and busted down the door and took over the Capitol.",0.5
"In the last 24 months, 10 rural Texas hospitals have been forced to shut their doors because state leaders chose not to expand Medicaid.",0.25
Says Texas is dead last in support for mental health.,0.75
Says Chuck Hagel has called for an end to our nuclear program.,0.25
Ted Cruz defended a Chinese company that stole an invention from an American inventor.,0.75
"When I was born, less than 10 percent of the federal budget was entitlement spending. Its now 60 percent of the budget.",0.5
Rhode Island has the highest percentage of uninsured adults of any state in New England.,0.75
Zika mosquitoes cant catch me.,0.75
Pinellas County voters elected me as their chief financial officer (and) elected me as (their) governor four years ago.,1.0
Says opponents of the health care law prevailed on our two main arguments to the U.S. Supreme Court.,0.75
Its clear thatHillary Clintonviolated national security laws.,0.0
"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city.",0.25
"Under the Endangered Species Act, only 1 percent of the species that have been listed have actually been delisted.",0.75
"House Republicans ""weren't part of the negotiations"" on the Wall Street bailout plan.",0.25
"In Rhode Island, there were thousands of jobs that were created by the federal stimulus program",0.25
Says states not directly involved in the gay marriage lawsuits that reached the Supreme Court are not bound by the courts ruling.,0.25
"Says Arizona, Missouri and Texas residents have a two-pet limit, so the public must surrender their third pet to the Humane Society.",-0.25
Every bit of plastic that has ever been created still exists.,0.0
Clinton's former pastor convicted of child molestation.,-0.25
U.S. Sen. Bill Nelson chose to side with President Obama against the Keystone pipeline,0.5
Says Nelson Mandela was a communist.,0.75
African Americans are twice as likely to be arrested and almost four times as likely to experience the use of force during encounters with the police.,0.75
"On the Iraq war, I said it loud and clear, Youll destabilize the Middle East.",0.0
I built that border fence in San Diego...and it reduced the smuggling of people and drugs...by 90 percent.,0.75
"Says the person who Florida U.S. Rep. Allen West first hired as chief of staff told people attending a Tea Party rally that, We will use bullets if ballots dont work.",1.0
Bing Energy said it decided to move to Florida because of Gov. Rick Scotts plan to eliminate the corporate tax.,0.5
"Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.",0.5
Obamas dog has his own plane,0.0
Americans havent had a raise in 15 years.,0.75
The Romney-Ryan plan for Medicare does not affect benefits for anyone 55 or older.,0.5
Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics.,-0.25
We lowered the business tax from 4 percent down to 1 percent.,0.5
The president promised that if he spent money on a stimulus program that unemployment would go to 5.7 percent or 6 percent. Those were his words.,0.25
Florida's cost for the Medicaid expansion will be $1.6 billion a year or more.,0.5
Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.,1.0
The federal government is now on track for the second-largest budget deficit in 65 years.,1.0
Foreign aid makes up about 1 percent of our entire budget.,1.0
"We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.",1.0
A provision of the Senate immigration bill would require you to have government permission to get a second job.,0.5
Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.,-0.25
"Says state's expected ""increase in federal political clout is almost entirely due to the growth of the African American and Hispanic populations in Texas in virtually every region of the state.",0.75
Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending.,0.5
Buried in the Affordable Care Act is a huge government bailout.,0.5
Were spending $1 trillion a year on our foreign policy.,1.0
"Says Charlie Crist stood there, over 3 African-American prisoners inchains, on their knees, on the side of the road. Saying that it was a great sight. Saying we needed to bring it to Florida.And you did this whether you know or not on the eve of Juneteenth, the day the African-American community celebrates the end of slavery.",0.5
Three thousand felons voted in Rhode Island in 2008.,1.0
The health care price tag for childhood obesity in Georgia is $2.4 billion annually and rising.,0.0
"Says Congressman Jon Runyan has a plan to raise Medicare costs $6,400 a year.",0.25
"There currently are 825,000 student stations sitting empty across Florida in every district and at every grade level.",0.75
"Says streetcars carry more people than buses you attract more riders who dont ride transit now, and actually the operating costs are not any greater than the bus.",1.0
99 percent of all new income today (is) going to the top 1 percent.,0.75
We have a higher rate of tested lead in people in Cleveland than in Flint.,0.75
25 percent of federal inmates are noncitizens.,0.75
"I have the most Grammys of anyone my age, but I havent won one against a white person.",0.25
Reporters rehearse questions with White House press (secretary).,-0.25
Governor Deal has increased education spending every year hes been in office.,0.75
"From Obama's book: ""I found a solace in nursing a pervasive sense of grievance and animosity against my mother's race.""",-0.25
Donald Trump called the military that I served in a disaster.,0.75
Says Sen. Elizabeth Warren lives in a $5.4 million mansion.,0.25
The Obama administration just issued instructions that terrorism training should not involve any reference to Islam.,0.0
60 percent of all Americans do not want to see Planned Parenthood defunded.,1.0
"Says unemployment in Trenton is twice as much as what we see in every other area of the state and, as a result, we have seen an increase in crime.",0.25
The Bush administration had been giving (auto companies) billions of dollars and just asking nothing in return.,0.0
Clayton County Public Schools recently achieved a milestone that has eluded other metropolitan districts across the state by meeting federal guidelines for having a highly qualified staff.,1.0
I took the state of Ohio from an $8 billion hole to a $2 billion surplus.,0.75
"For thousands of public employees, Wisconsin Gov. Scott Walkers budget-repair bill would take away any say they have in the workplace, and eliminate their union.",0.5
Says Charlotte Nash pretends to be a chicken farmer in order to get property tax exemptions.,0.0
On birthright citizenship for illegal immigrants.,0.0
Republican candidate for governor Ken Block was fined and had to admit that (he) funneled money illegally to the Moderate Party.,1.0
The new Atlanta Braves stadium will require no tax increase for homeowners and provide $3 million annually for Cobb County schools.,0.5
"But it was Hillary Clinton, in an interview with Tom Brokaw, who quote 'paid tribute' to Ronald Reagan's economic and foreign policy.",0.5
Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was no longer under the command of someone weak.,-0.25
A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.,-0.25
"In 1968, a full-time worker earning minimum wage, could actually support a family of three above the poverty line. Today, that same worker would earn less than the poverty line for a family of two.",0.75
"Republican gubernatorial candidate Eric Greitens spent another $600,000 on image consultants to rebrand his charity, The Mission Continues.",0.5
Says his much-discussed boots are made in Wisconsin.,-0.25
Says U.S. Sen. Ron Johnson doesnt even believe that theres a man-made role in climate change.,0.75
Bill Nelson was the deciding vote on the health care law.,0.25
Veterans can now download their electronic medical records with a click of the mouse.,0.25
Fox News barely covered (the Duggar family) scandal until Megyn Kelly was able to secure this interview.,1.0
China is in the South China Sea and (building)a military fortress the likes of which perhaps the world has not seen.,0.5
"During my eight years as county executive, we cut the number of county workers by 20 percent.",1.0
(Bill) Nelson voted for billions in wasteful spending earmarks like the Bridge to Nowhere.,0.75
"Under President Barack Obamas leadership, since June 2009, (the auto) industry has added a quarter of a million jobs.",1.0
"Jobs incentive program created over 1,200 high-wage jobs since 2009.",0.0
"My opponent... lost 43,000 jobs in Houston since he took over; we are losing jobs.",0.0
A recent study found that cities where Uber operates have 3.6%-5.6% fewer drunk driving deaths than cities without access to ridesharing.,0.5
More businesses are closing than are opening for the first time in our nations history.,0.5
Foster children are disproportionately victims of identity theft.,0.0
"Full marriage equality [would provide same-sex couples] with about 1,700 rights.",0.25
"Obama says his bill ""reduced welfare rolls nearly 80 percent.""",0.5
Reporters have uncovered another Scott company accused of criminal acts. But Scott wont come clean.,0.0
The seed of Muslim is passed through the father.,0.25
"The number of SWAT raids have gone up by 1,400 percent since the 1980s.",0.75
"Says that under Texas law, it takes six years to close a failing school.",0.0
The planned expansion of Savannahs port is a jobs creating project.,0.5
"Says Rick Scott changed his promise from700,000 jobs created on top of what normal growth would be to just 700,000 jobs.",1.0
I waited until (the Trans-Pacific Partnership trade agreement) had actually been negotiated before deciding whether to endorse it.,0.5
"Gov. Romney was very clear, he would veto the DREAM Act.",1.0
The Wisconsin Economic Development Corp. cannot account for creating one single job.,0.25
"Under the clear letter of the law, (Justice Clarence Thomas) must recuse himself from the case challenging the constitutionality of the health care law.",0.5
Collectively states are spending more on Medicaid than they do on K-12 education.,1.0
"Lizbeth Benacquisto broke election law 105 times, hiding special interest contributors.",1.0
"Every dollar we invested in high-quality, early education programs can save more than $7 later on by boosting graduation rates, reducing teen pregnancy, even reducing crime.",0.5
"Recently, Florida has successfully reduced the environmental permitting time down to just two days.",0.0
"Energy nominee Steven Chu has called coal ""his worst nightmare.""",0.75
Gov. Charlie Crist sought for and got approved the automatic restoration of felon rights for nonviolent offenders for the first time in Florida history.,0.0
"And 100 percent, John, of your ads . . . 100 percent of them have been negative.",-0.25
"Were up 123,000 jobs over the last year and three-quarters. Were actually, according to the Bureau of Labor statistics, down 500 ... auto jobs in Ohio.",0.75
The commission form of government is definitely losing favor in the United States.,1.0
"The company I created, Point Judith Capital, ""is the only venture capital firm in Rhode Island.""",1.0
"Says how much money the government is collecting from people...in terms of the gross domestic product is the lowest in 40, 50 years.",0.75
"In fact, theres more state funding for education today than any other time.",1.0
Says President Barack Obamas own economists say the stimulus cost $278K per job created.,0.0
"The U.S. government spends less on energy innovation ""than the pet food industry invests in its own products.""",0.0
For most black people in the history of this country it was illegal to pass as a white person. You were actually put in jail if you tried to pass.,0.5
Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.,-0.25
"After Sandy Hook, Ted Cruz stopped Obamas push for new gun control laws.",0.25
"Henry Kissinger ""said that we should meet with Iran guess what without precondition.""",0.5
Minnick voted to let the government fund abortion under Obamacare.,0.0
"Says traffic fatalities have fallen dramatically, even as population has risen. You are more likely to stay alive biking, walking and driving around Portland than you were before he took over the Portland Bureau of Transportation.",0.5
"Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.",0.25
She hasn't run a corner store. She hasn't run a state. She hasn't run a city. She has never run anything.,0.25
On expanding Medicaid as part of the health care law,0.0
"[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.",1.0
"In Florida alone, more than $3.5 billion a year is spent on health care and criminal justice for illegal immigrants.",0.0
Ronald Reagan did amnesty.,1.0
Every child in Colorado who has been given medical marijuana for treatment for seizures has had diminished seizure activity.,0.5
"Says that under President Barack Obamas health care law, your insurance premiums could go up by 200 percent and cost as much as a new Explorer.",0.0
"Daraprim is still underpriced, relative to its peers.",0.0
"Says out of 588 school districts, we give 31 (former Abbott) districts 70 percent of the aid.",0.75
"Since 2000, ""the Texas clean air program achieved a 22 percent reduction in ozone and a 46 percent decrease in NOx emissions.""",0.5
"The presidents party always gets shellacked in midterms. Its only twice, 1934 and 2002, that the presidents party actually gained in both the House and the Senate.",0.75
Proposed fees for Rhode Island beaches will still be less than some of the town beaches.,1.0
Rick Scott vetoed funding for 30 Florida rape crisis centers. Scott said the centers werent needed.,0.25
"When George Bush became president of the United States, 17 million people were in poverty. When he left, 30 million people were in poverty.",0.0
There is a situation in this country where youre nearing 50 percent of people who dont even pay income taxes.,1.0
"Since 2009, the Ohio Republican Party has made more contacts with voters nearly 6.6 million than any other GOP state organization in the nation.",0.75
Suntrust Bank cancels account because company sells guns.,0.25
"Over the past five years, the American automobile industry has created about 500,000 new jobs.",1.0
"Right now, the (Congressional Budget Office) says up to 20 million people will lose their insurance as Obamacare goes into effect next year.",0.0
"Says Cresent Hardy agreed with Mitt Romney about the 47 percent and said that people with disabilities are, and I quote him, a drain on society.",0.5
One of the reasons that Budweiser stayed in New Jersey is the money they got from RGGI to put solar on their roof to save on their energy costs.,0.0
"Obama said that ""since 1992, the Republicans have had all the good ideas...""",0.0
"The national debt of $16 trillion, is enough to buy both the Cleveland Indians and Cincinnati Reds 1,918 times.",0.75
Says Rick Santorum voted for the Bridge to Nowhere.,0.75
President Barack Obama spent $5 billion paying Ukrainians to riot and dismantle their democratically elected government.,-0.25
The lieutenant governor has the power to be an economic ambassador and negotiate on economic development,0.5
"Sheldon Whitehouses failure of leadership, the adding of almost $8 trillion in debt in his first full term, is shameful...",0.5
Says Ron Johnson likes to say there are too many lawyers in the Senate 57. Hed be the 70th millionaire.,1.0
David Perdue led efforts to ship thousands of jobs overseas.,0.5
"At this point in 2012, Rick Perry was ahead at 29.9 percent, and we had seven more leads before it finally settled on Mitt Romney.",0.75
A hidden provision in Obamacare taxes sporting goods as medical devices.,-0.25
"The health care law could cost up to $2 trillion, double what we were promised.",0.0
"President Barack Obama is the first president to keep a dog-trainer on retainer for $102,000 a year at taxpayer expense.",-0.25
Greg Abbott heads up a party whose platform calls for the repeal of the Voting Rights Act.,0.75
"Says Clackamas County Measure 3-401 will hurt our county, cripple economic growth, and increase our taxes with excessive special elections.",0.0
Theres actually 600 abortions done after the 20th week of pregnancy every year in Ohio.,1.0
"Even hunters are restricted from using large capacity magazines: there is a five cartridge limit for large game hunting, and three for bird hunting.",1.0
Georgia ranks last in job growth.,0.75
The Iran nuclear deal is putting billions of dollars back into a country thats the worlds largest supporter of terrorism. We are actually giving them the money to fund the terrorists that are killing us and our allies.,0.5
"When George Bush said we shouldnt investigate why the governments response to Hurricane Katrina was so incompetent, John McCain stood with him.",0.5
Women pay 48 percent more for health insurance.,0.25
Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!,0.0
Weve already lost $500 million in economic impact from HB2 fallout in North Carolina.,0.0
"The state of Georgia has lost 200,000 total jobs and 50,000 construction jobs since May 2007.",1.0
Says roughly two-thirds of (state) corporations didnt pay any income tax in Virginia.,0.75
Because of Barack Obama the mission in Iraq ended.,0.5
Students at the University of Texas in Austin have been advised not to wear cowboy boots or cowboy hats on Halloween.,0.0
The United States stood alone in the war in Iraq.,-0.25
"Rob Portman shares radical, ideological views toward women.",0.0
Says U.S. Sen. Ron Johnson voted to cut $700m from Medicare.,0.25
"When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.",0.5
"We would create thousands of jobs in Colorado, if the Keystone Pipeline were to be built.",0.25
"More than 7,000 Americans lost their lives to climate change-fueled events last year.",0.0
The death penalty is a deterrent that does affect and impact people.,0.25
Says she is a registered nurse.,0.0
"In 2013, the United States accepted 67 percent of the worlds refugees.",0.25
"500,000 U.S. troops came home from Iraq and Afghanistan with PTSD and traumatic brain injury.",0.75
North Carolina Republican Senate candidate Thom Tillis would let insurance companies deny coverage for pre-existing conditions.,0.75
"Says in Katrina, they approved $60 billion within 10 days of the storm on a voice vote.",0.5
Virginia is the No. 1 recipient of federal dollars.,0.25
A recent study of a proposed cap-and-trade policys effect on Wisconsin consumers showed it could raise gasoline prices by 141 percent and electricity rates by 171 percent by 2030.,0.25
Austin politicians want to cram more kids into classrooms so they dont have to make the tough decisions to balance the budget.,0.25
"The violent crime rate in America is the same as it was in 1968, yet our prison system has grown by over 500 percent.",0.5
"Says Russ Feingold voted to raise taxes on Social Security benefits for seniors, he even tried to give Social Security benefits to illegal immigrants.",0.25
Every person on death row was a foster kid.,0.0
"Through competition as governor, I got agreements to build a nearly $40-billion natural gas pipeline.",0.25
Wisconsins technical college graduates have a higher employment rate and starting salaries than four-year college graduates nationwide.,0.25
"The average federal employee makes $120,000 a year. The average private employee makes $60,000 a year.",0.0
Science has not shown greenhouse gases to be a problem.,-0.25
Portland spent nearly $1 million in federal stimulus money to install bike path signs where they already existed.,0.0
"If anyone should know irresponsible it should be Senator Buono. Shes the one, her budget left us with a $2 billion budget deficit in fiscal 10 that I had to fix. Her mistakes. And for fiscal year 2011 an $11 billion budget deficit. Her mistakes, along with her partner Jon Corzine.",0.5
"If Question 1 were to pass here in Nevada, we would have more restrictive gun laws here in Nevada dealing with the transfer of firearms than they do in California.",0.5
"The Bush administration has ""the Pentagon trying to take away the signing bonuses when a soldier gets wounded and ends up in the hospital, something that I'm working with a Republican senator to try to make sure never can happen again.""",0.5
"Says Chris Christie has refused to fund pensions by billions of dollars, and got legislative approval to begin properly funding pensions in 2018.",0.75
"In the Florida Republican primary, ""we got a very large percentage of the, quote, conservative vote.""",0.25
Says opponent Chad Chadwell wants condom techniques demonstrated to your children.,0.25
Says that PolitiFact Ohio confirms that Betty Sutton maxed out federal debt,-0.25
"The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58.",0.0
Torture is illegal by our laws. Its illegal by international laws.,1.0
"Biden is ""one of the least wealthy members of the U.S. Senate.""",1.0
Says Hillary Clinton abided by the ethics agreement between the Clinton Foundation and the Obama administration.,0.25
"Says the most dangerous time for children is from 3 to 6 p.m., during which time juvenile crime rates triple",0.5
State employees in Wisconsin earn about 8 percent less than if they worked in the private sector.,0.0
You know how many children in the history of the United States have died in a fire (at school)? Zero.,0.0
Paul Broun Jr. sides with sexual deviants to support sale of crush videos.,0.0
"The DeWine campaign is receiving money from so many more people.(Cordrays) money is coming almost exclusively from the party, labor unions, and special counsel that he has given business to.",0.5
Nobody in total is proposing cutting anything. Were trying to reduce the rate of growth in government.,0.75
"Sen. Harry Reid voted against declaring English our national language, twice.",1.0
"Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.",0.0
Says we have now more Border Patrol officers than weve had at any time in our history.,0.75
40% of Americans know someone who has been killed by a gun.,0.75
The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers.,0.0
Says Patrick Murphy has taken more money from Wall Street than any other member of Congress other than the speaker and the majority leader.,0.75
Says he will protect your guaranteed benefits in Medicare while Mitt Romney would take away Medicare as guaranteed benefits.,0.5
The [Georgia] General Assembly took away the Atlanta Board of Educations oversight of the superintendent.,0.25
We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale.,0.5
"Over the past eight years, black youth unemployment is up.",0.25
"Obama, Biden and their liberal allies oppose clean coal.",0.0
There have been 74 school shootings in America since Sandy Hook.,0.25
"For each $1 billion in infrastructure investment, 42,000 jobs are created.",0.5
Says George Norcross said the TAKEOVER OF RUTGER$ CAMDEN WILL COST NEW JER$EY BILLION$.,0.0
Says he cant release his internal affairs record because there are Attorney General guidelines in place protecting it.,0.0
David Cicilline was required to provide key information about city finances to an independent outside auditor. The deadlines were clear -- yet [he intentionally] missed them by months until after the November 2010 election.,0.25
"The Florida House is ""holding the FINAL public hearing"" of a controversial education bill in the middle of spring break...""when they hope (teachers) are not watching or listening.""",0.0
Weare picking up oil with shovels and paper and plastic bags.,1.0
The Milwaukee County bus system has among the highest fares in the nation.,0.0
President Obama has raised taxes 19 times.,0.5
Says GM used taxpayer dollars to prop up operations in China.,0.0
Banks paid Hillary Clinton over $1 million and are contributing millions more to elect her.,0.5
We spent $3-million of your money to study the DNA of bears.,0.75
"One out of two Americans are living either in or near poverty. That means 150 million Americans, half of us.",0.5
Limberbutt McCubbins (a five-year-old cat) is a candidate in the 2016 presidential election.,0.5
Says Jonathan Gruber was some adviser who never worked on our staff.,0.25
Jennifer Carroll is the first African-American Republican woman to be part of a statewide ticket in Florida.,1.0
"Georgia has more than 700 law enforcement agencies, and fewer than 20 percent of them are state-certified.",0.75
Says Dan Sullivan approved a light sentence for a sex offenderwho got out of prison andis now charged with a gruesome murder and sexual assault.,-0.25
